Episode,ActionMeasure
28,4.304541766643524
29,3.283444732427597
30,2.4182958900928497
31,3.381908267736435
32,3.753467082977295
33,4.166893534362316
34,2.3475485742092133
35,3.287610337138176
36,2.72520449757576
37,3.044329844415188
38,2.8921089451760054
39,2.2121519446372986
40,3.281198561191559
41,1.5891458094120026
42,3.076026286929846
43,3.2598083168268204
44,1.5313093326985836
45,1.8636416122317314
46,3.527142658829689
47,2.6004163436591625
48,3.357681155204773
49,2.5644142031669617
50,2.571754191070795
51,1.337904304265976
52,1.909545660018921
53,3.833485711365938
54,2.6056468784809113
55,1.2708586882799864
56,2.919842340052128
57,2.6790034025907516
58,3.141522079706192
59,1.898896999657154
60,1.256494253873825
61,3.0851491689682007
62,2.2127532344311476
63,3.593305941671133
64,3.0544982282444835
65,2.600873848423362
66,2.1750522553920746
67,4.347227871417999
68,2.7196342051029205
69,3.4604915380477905
70,2.1335894353687763
71,3.097427073866129
72,1.753132838755846
73,1.3979573994874954
74,2.726830095052719
75,1.8368408977985382
76,3.3241284377872944
77,0.7313653603196144
78,1.8773315958678722
79,2.600379951065406
80,1.6470102742314339
81,2.029697597026825
82,2.694976758211851
83,2.065847724676132
84,1.9533695913851261
85,2.75207706540823
86,3.0642820596694946
87,2.3600966334342957
88,1.9452434331178665
89,2.858960099518299
90,3.1487962007522583
91,1.7191352844238281
92,2.7238839268684387
93,2.4646578952670097
94,2.540959522128105
95,2.9112002551555634
96,3.325659342110157
97,2.5908902138471603
98,1.6795623898506165
99,3.211843267083168
100,1.1508590430021286
101,2.5727553367614746
102,4.3297224044799805
103,2.3298003673553467
104,2.7802416309714317
105,1.5693229287862778
1,2.658803269267082
2,2.280776083469391
3,2.3817303478717804
4,1.948679894208908
5,2.3298414647579193
6,2.592522904276848
7,3.944583833217621
8,2.6982136480510235
9,2.980156809091568
10,3.1031816005706787
11,2.5782893672585487
12,2.9888111166656017
13,2.530254542827606
14,2.3083276003599167
15,1.7432687440887094
16,4.074486702680588
17,1.7577052563428879
18,2.5530875250697136
19,2.467144515365362
20,3.4157603979110718
21,2.4302080497145653
22,1.3016660492867231
23,2.4376435428857803
24,2.62161323428154
25,2.853214653208852
26,2.976586490869522
27,2.24286799877882
28,3.3898258209228516
29,3.797281451523304
30,3.0947519298642874
31,4.811837695538998
32,4.275919252075255
33,1.8775316178798676
34,1.5745189189910889
35,3.9606730192899704
36,2.1548237949609756
37,2.684939458966255
38,2.521369159221649
39,2.3641227930784225
40,4.2625540643930435
41,1.6024550683796406
42,4.209941387176514
43,3.6496791690587997
44,2.533804088830948
45,3.203670047223568
46,1.4036999195814133
47,1.4932727217674255
48,3.2231777533888817
49,3.4020871333777905
50,2.8152892142534256
51,2.2579938769340515
52,2.7744311057031155
53,3.166812184266746
54,3.6436206474900246
55,2.1833868552930653
56,1.651414841413498
57,3.365168258547783
58,1.6820409446954727
59,3.0806454457342625
60,3.3583067804574966
61,2.189720042049885
62,3.619862861931324
63,2.5312125012278557
64,3.707551583647728
65,2.3215462788939476
66,4.037308186292648
67,3.1114418413490057
68,3.0574952103197575
69,2.7118111476302147
70,1.6241584420204163
71,1.3577943872660398
72,3.1824654014781117
73,2.6488487869501114
74,4.130054593086243
75,3.971408374607563
76,2.9329662322998047
77,2.6885664016008377
78,0.8336400091648102
79,3.121111571788788
80,0.6256153285503387
81,1.8783897832036018
82,2.740441620349884
83,3.022529255133122
84,4.482585580088198
85,3.0772388577461243
86,1.6776983626186848
87,1.4315235912799835
88,4.820817060768604
89,2.2058221995830536
90,2.353666979819536
91,0.9313274105079472
92,3.572751596570015
93,2.3188882768154144
94,3.4716775119304657
95,3.358675081282854
96,1.3900808659382164
97,3.520701825618744
98,2.28814135491848
1,2.3817034414969385
2,2.681562840938568
3,2.940684601664543
4,3.844017654657364
5,2.9189402014017105
6,2.266979902982712
7,3.69745856244117
8,2.9552229195833206
9,1.2181901782751083
10,3.662375897169113
11,2.923218511044979
12,2.449724671430886
13,2.719161704182625
14,2.847955822944641
15,2.3819646686315536
16,2.2040219474583864
17,2.6781446635723114
18,2.6724050641059875
19,3.408351093530655
20,1.7811276465654373
21,3.4387497678399086
22,2.082236409187317
23,1.6496445201337337
24,2.461655914783478
25,2.93968003988266
26,2.8355578780174255
27,2.7249967977404594
28,1.8999004662036896
29,2.727506697177887
30,2.2669962691143155
31,1.649987816810608
32,1.889859139919281
33,3.809012234210968
34,2.1474044919013977
35,2.7775305211544037
36,3.0251546800136566
37,2.2488541305065155
38,1.928701788187027
39,2.083357185125351
40,2.4147576093673706
41,3.395107716321945
42,2.1927671134471893
43,3.197495013475418
44,3.2023236230015755
45,2.748459368944168
46,3.0385699570178986
47,3.788904245942831
48,4.27770209312439
49,4.249056786298752
50,3.2719989866018295
51,4.296883180737495
52,2.9436847865581512
53,2.1411104556173086
54,2.8746176911517978
55,2.088666893541813
56,2.642768979072571
57,3.672399938106537
58,3.5090287774801254
59,2.4881595447659492
60,2.691996030509472
61,1.7137932293117046
62,3.0372326243668795
63,2.4793595373630524
64,1.6078533828258514
65,2.920436441898346
66,2.1423535346984863
67,4.70917820930481
68,1.9705346524715424
69,1.7135790809988976
70,1.985110566020012
71,2.5021392181515694
72,1.6120581030845642
73,1.4044848792254925
74,2.3436079025268555
75,1.8987100422382355
76,2.0171677470207214
77,3.042310882359743
78,2.3990993089973927
79,2.043597511947155
80,1.6430108845233917
81,1.9332633465528488
82,3.2325988560914993
83,1.970937006175518
84,2.6342455744743347
85,3.217725023627281
86,3.0229281364008784
87,2.7482668459415436
88,2.9183217734098434
89,1.6724957525730133
90,2.683085959404707
91,1.9217327982187271
92,2.1110383719205856
93,2.1739856377243996
94,2.7110096365213394
95,3.585175096988678
96,1.7057692110538483
97,1.945473089814186
98,3.2394911013543606
99,2.955721080303192
100,2.4112634360790253
101,2.9735669754445553
102,3.4954058825969696
1,2.770505726337433
2,1.9262793399393559
3,2.895057275891304
4,2.4479943215847015
5,2.865656390786171
6,2.4305867105722427
7,2.498240441083908
8,3.080544427037239
9,3.9279990792274475
10,2.245621908456087
11,3.1752734556794167
12,3.8325380235910416
13,0.7542591318488121
14,2.0244103707373142
15,2.921954855322838
16,3.3026303499937057
17,3.1822619587183
18,2.95159799605608
19,3.1819177083671093
20,3.245987892150879
21,2.4377947576576844
22,3.2904512137174606
23,3.4665313940495253
24,2.3674244210124016
25,3.018899478018284
26,2.4036763571202755
27,1.4918126985430717
28,1.8164379000663757
29,1.9390366226434708
30,2.790400207042694
31,2.75751730799675
32,3.487564668059349
33,4.179158188402653
34,2.8660740554332733
35,2.5249121747910976
36,3.2211089953780174
37,2.2976346611976624
38,5.233590638265014
39,4.063291338970885
40,2.7347399592399597
41,2.805156320333481
42,1.9942673742771149
43,2.9169228971004486
44,0.9041145369410515
45,2.6072496995329857
46,3.2310195714235306
47,2.62537569925189
48,4.093782335519791
49,2.2964771389961243
50,3.68859401345253
51,2.147628217935562
52,3.6109218150377274
53,2.3124196231365204
54,1.3338173776865005
55,3.3403706550598145
56,3.1259750025346875
57,2.1147137992084026
58,3.245709590613842
59,3.1603077352046967
60,2.101552166044712
61,2.999557211995125
62,2.734481692314148
63,2.284425713121891
64,3.167090505361557
65,2.6401047855615616
66,2.6896663680672646
67,2.6300391107797623
68,1.6774673508480191
69,1.9842950999736786
70,3.1871814131736755
71,3.4031123220920563
72,1.986319586634636
73,3.1415280997753143
74,3.101902574300766
75,2.320684464648366
76,3.865045428276062
77,3.5659629479050636
78,2.4633040577173233
79,2.684566590934992
80,2.8661884665489197
81,3.5095979273319244
82,3.929608575999737
83,3.2512136846780777
84,1.3803449124097824
85,2.0364728942513466
86,3.076377749443054
87,2.2625126386992633
88,0.910143431276083
89,2.1338246166706085
90,2.494090735912323
91,2.2318291813135147
92,2.2926260102540255
93,3.2995479702949524
94,2.19522325694561
95,2.0179580748081207
96,3.194037079811096
97,2.2858299016952515
98,2.9320549964904785
99,2.963478744029999
100,1.1265634596347809
101,3.504802167415619
102,1.9903013110160828
103,4.48183012008667
104,1.8588560196803883
105,1.87370003759861
106,2.38551789522171
107,2.0148955434560776
108,2.5169235169887543
