Episode,Return
1,8.703670997039474
2,8.74228140291602
3,6.839220993159785
4,65.37792324720552
5,62.429783617792786
6,57.19409691411965
7,13.48947750152247
8,7.684165565776968
9,9.63587276585917
10,57.700288425481155
11,61.103032893280215
12,57.558384098703044
13,5.611786197428865
14,8.791651081308634
15,2.2353717451659816
16,5.721177712278764
17,63.6771240412617
18,5.393451954673324
19,9.178527670163183
20,4.491013717584982
21,55.949691860213775
22,55.25667289501877
23,6.5725918927921905
24,9.392006305953359
25,4.2680704360397606
26,5.764690580853138
27,53.914096093648325
28,67.41741151091966
29,63.65771894893798
30,8.516135739266739
31,8.333434003951869
32,58.358222424280406
33,9.751689987172215
34,22.750016843583023
35,61.257043334614
36,62.35608427199398
37,7.743727894335029
38,69.75578594134717
39,4.116578115680453
40,5.800714336448035
41,59.85037310120488
42,2.7819149286965072
43,4.162914738727293
44,8.03271304111061
45,60.4083295357671
46,57.5939022372751
47,5.04931331111397
48,56.62451511522399
49,68.8242483954201
50,11.41493392826265
51,-1.3098490293726024
52,0.958770853239945
53,59.951352868650034
54,78.68360290513976
55,60.97630728600527
56,61.0071445155958
57,7.948173145426677
58,3.0650400669260254
59,43.43394392853926
60,10.897602111006611
61,5.300121107867993
62,60.83383523110327
63,5.675867138923879
64,13.335271271600433
65,57.3234412846244
66,67.66776300666275
67,18.411273350228857
68,10.857789126782114
69,5.9207572684806555
70,4.823633992250276
71,9.699221646132017
72,69.39538426336932
73,47.3054503062484
74,9.708345374725766
75,59.6377355502513
76,61.38486615622665
77,9.727159091251927
78,9.664967945130535
79,43.26692789318182
80,4.9832784886182955
81,52.579910266405804
82,5.6883855676696395
83,7.037600970427222
84,42.82566458186883
85,61.505011207719136
86,56.35553896982214
87,12.617359005519514
88,1.3944921613956398
89,3.001294859773803
90,8.6768970645922
91,13.735122422307237
92,8.628725432584066
93,9.653331390701108
94,58.24284996967737
95,60.15339638366633
96,5.834375750904651
97,58.14810077287862
98,7.552227101024944
99,6.8191293697084
100,7.3207204149614595
1,11.427704053247291
2,25.47950821548544
3,35.154907659534516
4,3.1130993700781433
5,12.060700240025383
6,4.706141340680512
7,1.9243335782766646
8,-0.6082533442694218
9,1.0174773530669443
10,9.710109256423918
11,34.57344279367699
12,6.743830595369153
13,5.512922282699111
14,4.732199872388044
15,8.343387640730665
16,54.04883902809708
17,6.802230824886802
18,7.393928435698636
19,10.905493777418494
20,3.077297183360934
21,11.234371690485565
22,62.76117185835925
23,12.80943603827337
24,78.16806315570031
25,9.646280237361466
26,9.261304434954877
27,5.692697114155232
28,5.6021649678116585
29,61.302798532850176
30,10.810806605508333
31,52.960382257892256
32,2.0285478117483953
33,9.249365887085466
34,6.4769176053122655
35,45.3832775442677
36,9.494751598015926
37,6.755564009315161
38,6.77269238298835
39,12.135265664416126
40,3.9461947333329475
41,9.662465551040219
42,3.030984165101012
43,54.9563060913697
44,57.64201394620654
45,30.993584768006823
46,60.61149784815272
47,7.170158113232437
48,10.22635568946959
49,60.90832199596117
50,10.071974247256604
51,45.49132588910069
52,56.82906498972521
53,9.516882043524548
54,5.302037897007706
55,8.430347969979383
56,13.790090966139617
57,68.03732375908615
58,12.136426607995821
59,59.78814963235914
60,60.09587859830603
61,62.603004897749656
62,1.6159393925713672
63,58.600811539293716
64,3.3043673971478515
65,2.979331639789671
66,5.973923599320058
67,7.314724296197292
68,61.97245510162081
69,5.0087261263339276
70,6.466085680421096
71,11.247163082865098
72,9.332377380873131
73,5.618391538246398
74,9.60710767646069
75,8.415489243330018
76,8.088289521526994
77,7.652655737424285
78,10.280175027248443
79,5.463949938079454
80,7.754941652909138
81,3.7565602345163853
82,9.831487150212595
83,4.889854997457059
84,60.90988380162658
85,2.4397336469841218
86,64.51548069394404
87,8.780744439827258
88,10.112199839382894
89,61.7890404818736
90,57.23582685125132
