EpisodeID,ActionMeasure1,ActionMeasure2,ActionMeasure3,Timestep
1,-10.876358985900879,12.458114624023438,-2.2865447998046875,1
1,4.348511219024658,0.8652324676513672,9.274385452270508,2
1,-10.681103706359863,11.205117225646973,-2.437375068664551,3
1,11.69413948059082,5.896371841430664,6.302074909210205,4
1,-10.642887115478516,10.155417442321777,-5.843739986419678,5
1,11.165389060974121,8.354408264160156,7.257011890411377,6
1,-9.173063278198242,11.822149276733398,-5.594083309173584,7
1,13.610822677612305,5.909231662750244,7.209604263305664,8
1,-8.438456535339355,11.306118965148926,-3.5393500328063965,9
1,13.764856338500977,3.6797778606414795,7.176356315612793,10
1,-4.137829303741455,10.675679206848145,-4.522385597229004,11
1,3.869856595993042,2.692755699157715,4.575405597686768,12
1,-3.4410600662231445,9.312548637390137,-8.093805313110352,13
1,-0.8899615406990051,12.412983894348145,0.2909991145133972,14
1,0.5777512788772583,5.680356025695801,3.3476781845092773,15
1,-1.6203351020812988,11.340786933898926,-2.2673826217651367,16
1,4.473701000213623,-1.2463219165802002,5.846620559692383,17
1,-0.8962630033493042,16.428142547607422,-4.9666218757629395,18
1,2.6122469902038574,1.844851016998291,4.033246994018555,19
1,2.7923202514648438,6.343233585357666,-3.881831169128418,20
1,-3.548840045928955,3.966370105743408,-5.435622215270996,21
1,6.641345977783203,-3.7275185585021973,13.39704704284668,22
1,-2.9476799964904785,9.779500007629395,-4.022282123565674,23
2,-11.555547714233398,12.939271926879883,-4.885120391845703,24
2,9.472373962402344,8.342154502868652,7.895625114440918,25
2,-9.321920394897461,10.608572006225586,-4.8787431716918945,26
2,9.3571195602417,6.134833812713623,7.601401329040527,27
2,-11.18498706817627,11.927738189697266,-6.779636859893799,28
2,12.745062828063965,7.60367488861084,8.211200714111328,29
2,-8.24002742767334,10.705682754516602,-4.229947566986084,30
2,12.885868072509766,6.949056625366211,7.861528396606445,31
2,-6.514023780822754,9.083216667175293,-4.8346734046936035,32
2,14.661592483520508,2.4976980686187744,9.783820152282715,33
2,-4.19612455368042,12.591809272766113,-4.460171699523926,34
2,4.162980556488037,3.3200626373291016,6.01485013961792,35
2,-4.899075984954834,9.74714469909668,-8.421852111816406,36
2,-2.0015459060668945,6.2752580642700195,-0.9878484010696411,37
2,8.320642471313477,4.3968329429626465,1.8207991123199463,38
2,-0.5503204464912415,16.28885269165039,-2.1880078315734863,39
2,6.643064022064209,1.2660917043685913,1.0018919706344604,40
2,-3.5226893424987793,12.622617721557617,-7.5289225578308105,41
2,5.6879472732543945,1.6155743598937988,-0.371887743473053,42
2,11.677474975585938,13.382464408874512,8.160707473754883,43
2,-2.9371421337127686,6.923201560974121,-2.6466286182403564,44
2,12.997390747070312,12.908647537231445,9.144779205322266,45
2,-3.2179369926452637,6.628279209136963,-0.6115635633468628,46
2,6.073031425476074,11.08238410949707,-0.6873831748962402,47
2,-2.9217562675476074,2.0211758613586426,3.0557761192321777,48
2,5.778783321380615,9.898801803588867,-0.12044835090637207,49
2,-1.4849741458892822,-2.0959057807922363,1.650571584701538,50
2,3.427616596221924,19.671398162841797,0.3836263418197632,51
2,-7.419536113739014,5.484990119934082,-5.228506088256836,52
2,-1.5782166719436646,0.3723205327987671,-2.6728062629699707,53
2,5.827621936798096,-4.210158824920654,8.794690132141113,54
2,14.949579238891602,10.428068161010742,6.089682579040527,55
2,-7.48689603805542,3.8359169960021973,-6.783932685852051,56
2,12.377744674682617,9.34355640411377,3.579695224761963,57
2,-0.7396656274795532,8.128828048706055,-3.6282787322998047,58
2,0.9616808891296387,7.393621444702148,7.640800476074219,59
2,-1.1884211301803589,5.57308292388916,-3.8692052364349365,60
2,2.4267168045043945,1.8009554147720337,7.914395809173584,61
2,-2.1741459369659424,6.721593856811523,-0.06162714958190918,62
2,2.76252818107605,9.466626167297363,-2.585123300552368,63
2,-7.784440040588379,-3.115691661834717,-0.26499253511428833,64
2,5.620922088623047,-0.2735285758972168,9.324087142944336,65
3,-8.9321870803833,9.300273895263672,-3.722038745880127,66
3,5.656737327575684,2.7823033332824707,11.177278518676758,67
3,-3.9691710472106934,6.175139427185059,3.97906494140625,68
3,-0.7967181205749512,13.388007164001465,1.8417468070983887,69
3,-6.180539131164551,13.650335311889648,2.5692949295043945,70
3,-7.164406776428223,7.1477556228637695,4.346618175506592,71
3,-9.799837112426758,7.543739318847656,1.9710853099822998,72
3,-6.23560905456543,5.364224433898926,2.075230360031128,73
3,-8.172616958618164,8.373785972595215,5.389561653137207,74
