EpisodeID,Return
1,1.6806739616121815
2,2.5814100393127637
3,2.849078906353778
4,1.5189402388952407
5,1.521063450327984
6,2.943536120519721
7,1.8529120225020952
8,1.7943254578440584
9,2.0974413614521676
10,2.3823069615384913
11,2.617795665015788
12,1.540825715820731
13,1.6982254248991806
14,2.914843684942926
15,1.7553152124858062
16,1.7110860103190877
17,1.7673286349537407
18,1.8053864430921354
19,2.4421173237994576
20,1.6817631792690309
21,1.7906765502834268
22,2.5518238706588456
23,1.6358634096613325
24,1.7980829102253026
25,1.7753718229427125
26,1.6710383659377022
27,1.8930218900205364
28,2.86349251224869
29,1.7467641076371803
30,1.7547346972176978
31,2.259166337884913
32,1.8058422950436106
33,1.804053370502071
34,2.8156524925221524
35,1.747356537808738
36,1.6464587732693934
37,1.657124197874467
38,1.8550307918664812
39,2.0771798996187876
40,1.8876252114291492
41,2.9483200009124313
42,1.6683653912581797
43,1.9533903313938086
44,2.9825810234795918
45,1.570101796858129
46,1.7705163395981534
47,1.5338779277078984
48,2.938739069688008
49,1.655889887127152
50,2.729251783081511
51,2.789594133003575
52,2.4324058045246404
53,2.51221094483339
54,1.6441519270589318
55,2.6262546857564493
56,1.803214297773946
57,1.7807072623198308
58,2.071618930915555
59,1.8654484581459645
60,1.8074504230538992
61,2.9199125194568882
62,1.8217916453405865
63,1.645342057193162
64,1.9759679066360287
65,1.7587010209599554
66,2.462296288588468
67,1.7971485386857706
68,1.8195785851482484
69,1.7556553369322732
70,1.659108552108849
71,1.8129769121008135
72,1.7540688796088117
73,2.2580651813126296
74,1.7925105958225949
75,2.256597980330316
76,2.682706909782445
77,2.8890709564943666
78,1.7321246869883327
79,2.7153694897384737
80,1.6972246421465802
81,1.7213701254091198
82,2.0439295682906513
83,3.0352442535138167
84,2.3989262865898837
85,2.1172995057983406
86,2.009023480796308
87,2.9246366119755787
88,2.5684077461017685
89,2.0680027576990763
90,2.3942699205661837
91,1.7246236211430883
92,1.9058034334760294
93,1.6729495916761685
94,1.9809456857851404
95,2.6295354969898503
96,1.9908083722183898
97,2.70331153896906
98,2.6167565310114975
99,2.135845385409508
100,2.2133665223433527
