Episode,Return
1,3.428055123599296
2,42.39263981200781
3,48.0625909576942
4,0.6818243164410265
5,4.23850865184238
6,32.247361414803066
7,41.71996941002375
8,-0.3374942264525589
9,27.259568626134367
10,45.07508298137325
11,4.607007144799156
12,40.13687225819571
13,48.57484461010717
14,27.704883850672566
15,4.795576171923704
16,3.895414784204464
17,44.31632214195105
18,44.73335173070825
19,3.5253354305744433
20,2.209878866814017
21,2.0076904916611817
22,4.8507954614141715
23,1.2588631176927123
24,3.8630324449612816
25,38.49773662448035
26,40.85738530611485
27,46.41166928983844
28,34.53155263937862
29,1.5220681808719334
30,48.872349097860045
31,41.523165311909395
32,31.401886148262243
33,4.148441621335029
34,2.2985447482831254
35,41.712411565145814
36,4.256491991586942
37,4.237396600513489
38,37.156170619279926
39,6.179649341383962
40,44.32674648547157
41,43.364569919544486
42,38.199335376643155
43,39.818776580126375
44,35.85993888419466
45,23.586313483947876
46,48.92009838130577
47,14.246825015049062
48,46.14718189500845
49,0.5101694099708332
50,1.4988799337015966
51,47.07344472589183
52,3.2728603609817397
53,33.83030282563887
54,34.819624286545086
55,6.653423436413364
56,4.527317633591924
57,0.33322488850141685
58,46.281906073782515
59,46.349257357097066
60,41.91168339947423
61,1.6454546264768424
62,36.00814428890542
63,4.396809376467491
64,43.059314368799626
65,7.132684686034437
66,28.809116325512537
67,44.654047498983466
68,41.1493084320421
69,2.500708423980819
70,25.51459314229199
71,28.478404836974182
72,35.31004063285375
73,0.5817955459868922
74,41.92592507614696
75,-0.15969498883264177
76,27.954057701200846
77,46.835700832394124
78,41.86166108253846
79,42.824011345329026
80,7.473218096970791
81,0.7607324876631674
82,4.628722812485502
83,41.571433831987484
84,43.91291593169176
85,29.071888111907075
86,5.237136965493116
87,31.25730995336689
88,52.72436747259877
89,3.815924316154674
90,38.359325717663296
91,46.59085144042904
92,35.0461199874642
93,0.8979673747035979
94,22.525392806270258
95,4.776854026811593
96,43.75352615617081
97,25.772400308898433
98,51.82616655830013
99,41.352674749604354
100,-0.03428523049854504
1,51.82915144675147
2,31.05144005964312
3,3.9356108301312718
4,44.88704252364705
5,28.746658930302843
6,3.7890417725522134
7,7.511832651057983
8,4.261358044379897
9,3.0612211766879573
10,28.27040491660241
11,48.8733200534564
12,50.12928818360428
13,42.79996878634715
14,20.95893583371201
15,4.294884935936794
16,47.5433728885902
17,38.21215881691848
18,46.0259062510792
19,0.9788481987731501
20,1.2928699733629085
21,4.834405454097725
22,40.170436675444854
23,4.224854741137165
24,0.7696289681376065
25,48.29627946781827
26,21.792438766551946
27,5.119847031399364
28,1.8389663885641432
29,37.82260362863715
30,43.1108568469671
31,5.562715792758472
32,5.522871170015002
33,5.424416756253424
34,25.151725870474095
35,47.224892673607606
36,2.283633577378128
37,0.016663290919156193
38,28.66598140650476
39,39.00478693665002
40,4.250671520587299
41,37.079579233904
42,3.2414812991197417
43,1.1292292947240354
44,28.819919860670563
45,5.041372124906074
46,4.254559125268463
47,2.79715117392271
48,46.83207787870556
49,4.385287551487883
50,1.5090379279853559
51,4.429492556010813
52,31.045740287534397
53,37.262338188840474
54,2.993504552936551
55,42.336969655222276
56,42.673973166546496
57,2.0332531614873055
58,5.624282227750252
59,47.72793753871133
60,5.598899086429107
61,4.08764352486781
62,4.083991006588679
63,44.10305865913366
64,36.605142027887375
65,36.1006135618164
66,0.9038578113823243
67,22.944291889358027
68,5.010871708096007
69,38.605107384186645
70,42.63121634442157
71,5.961246006038605
72,27.248118776488877
73,41.86909943551082
74,29.82673768443619
75,4.340094702692527
76,49.63698982160702
77,3.7198688586366084
78,31.61644717232587
79,50.53596512505823
80,2.7625621390787005
81,2.2142530283267305
82,27.818242086923846
83,49.231669081746816
84,49.145486520455805
85,1.7407775544756787
86,42.27455532302325
87,31.778248390146004
88,0.716035195936509
89,-0.5118940389874553
90,3.8236836698892227
91,4.352934703252582
92,28.10838383900029
93,30.238510095087133
94,48.35887916968406
95,1.0508292124897052
96,33.34029094276678
97,31.053259542015404
98,23.74166308858429
99,27.703232197519686
100,6.785766055180895
1,29.921819138183533
2,48.12191546731643
3,58.938524039805564
4,42.51201855910284
5,0.5504205288431923
6,1.009919571217718
7,50.03856119624609
8,50.75060442002985
9,46.52524249664109
10,3.4871152730193096
11,4.276151162267436
12,4.621369144382553
13,46.7113652270478
14,61.65601722843215
15,38.38388169398582
16,33.74767261950879
17,38.9878062712307
18,42.85645225822377
19,41.25707501823813
20,28.25194331598406
21,41.11572798394776
22,26.58259579604177
23,2.702279135295557
24,39.7276823524137
25,23.922021082516732
26,40.60092020381603
27,46.10854599419014
28,46.480314156427134
29,3.562470793347553
30,4.285828648230584
31,1.7786391139424138
32,29.52090319790432
33,35.45812621420764
34,34.28506907168905
35,4.9962641468579365
36,39.16614383988
37,5.328331193889131
38,1.627046866949749
39,1.6248421682172776
40,30.656557204128873
41,40.70739238226581
42,40.22471065030681
43,54.87584697764306
44,28.08133290493323
45,25.524384471595276
46,36.82424958811883
47,40.704730611312996
48,37.924149499019286
49,3.5987456525823953
50,38.49728379739308
51,1.0632208795601472
52,47.76213083329458
53,26.40522078049185
54,4.354796178546496
55,0.41050621047891855
56,4.414316999344014
57,31.898934667786182
58,41.618337944138695
59,29.47344204266868
60,32.043898394629736
61,0.9306789418520338
62,3.021832433847078
63,6.460363240203156
64,0.45158482143264544
65,25.667719917888885
66,5.311623528704899
67,3.8897795554555246
68,1.0702439146504963
69,42.18492340444716
70,33.93483698885848
71,31.849823865659218
72,42.28950392677076
73,39.899253009720105
74,40.64136076780582
75,8.96470269370352
76,3.3189790109398603
77,51.94363600080779
78,2.3436104747025803
79,9.01205097731326
80,40.22672604197149
81,1.3880183922361407
82,39.63307319553082
83,1.8885620727897188
84,38.56862576350203
85,2.9378026650347455
86,36.77125197796732
87,0.9018077881884263
88,1.578189002353364
89,39.43990027895864
90,26.90116118038078
91,42.31561143338014
92,43.54322871371523
93,41.72218756613158
94,39.15851934943245
95,42.6823071133115
96,3.4348182029683687
97,47.6566068610204
98,1.017146053928761
99,5.426804740482362
100,5.582467846261961
1,17.678977166183536
2,3.1803641401304077
3,32.85646396300115
4,1.5995576646773695
5,37.25982692500233
6,33.191082839426144
7,4.667961030361282
8,4.2989559451438355
9,32.04004647086541
10,6.969522424714315
11,22.86502350900351
12,36.09950502371808
13,21.302112462433108
14,1.4140530135538438
15,1.4992840455747896
16,0.6394328963007063
17,37.83334895918727
18,4.0905299335779235
19,33.59284874479213
20,1.5154782628138803
21,11.135787410626934
22,33.93773846854651
23,30.892347248201656
24,50.741597870859444
25,4.115408972292794
26,48.900308122528465
27,39.83249975067218
28,29.31317668349114
29,36.786333959140315
30,39.300512671366995
31,32.149585240126214
32,5.860638119945419
33,5.5310853073495725
34,1.22998852681164
35,38.53184525731485
36,1.7347939008970172
37,48.52627548926632
38,48.96509058228917
39,0.9632163782637697
40,4.186164018636086
41,3.8626545889329025
42,2.5168805903110365
43,35.211856749846206
44,4.544395948398794
45,6.260382608673332
46,39.53397460412337
47,37.72431261000064
48,48.66447508436614
49,13.017733048544043
50,33.111538859178275
51,3.682981384731737
52,32.47300605650801
53,34.68853505702576
54,6.305596420499649
55,47.24554754806542
56,8.104266678055827
57,40.740780909840794
58,40.47017097140038
59,38.62131423899413
60,0.6162283085138838
61,3.462844614013842
62,47.909972257923705
63,47.62567873984263
64,3.916574761160903
65,54.25820124338124
66,1.2754284179738784
67,35.3602878983177
68,5.06915775906706
69,31.27689356529754
70,5.967153773452044
71,27.74328587022411
72,4.28356614335978
73,36.548817260727716
74,7.846674907415705
75,35.07589192960524
76,1.5219074446666636
77,46.474067785547255
78,3.9543477999423353
79,39.92882942780373
80,4.457110733105918
81,63.60714040791972
82,43.92497131139759
83,3.487798939327682
84,40.58507135094945
85,29.87373947450171
86,39.075120797363006
87,41.794859587407274
88,6.507593314983451
89,48.40213818076175
90,51.36927732428296
91,7.620190265422229
92,3.7675391629938435
93,13.351834104070234
94,2.6745644064080585
95,8.18477115006245
96,29.732615019388472
97,26.596404859138964
98,29.373615396040798
99,36.87095554328808
100,40.706525711442055
1,38.29902150527048
2,24.539622296800825
3,31.560624448153572
4,29.62070882694903
5,1.540824051776682
6,4.100317245413458
7,29.86243786939537
8,4.314305929558628
9,0.5656814372281767
10,2.071086054361964
11,4.381916637856597
12,39.35273674260464
13,6.303692469083198
14,4.42040405853854
15,5.296623096079344
16,7.057463239361752
17,4.350856570862859
18,50.4582257009294
19,46.02671294604979
20,50.989996336546746
21,30.26341373145624
22,5.528696919644633
23,2.471833194528658
24,36.25406623458822
25,3.1646358664222376
26,6.624216576202747
27,5.351187504484716
28,48.38346107885767
29,8.143959471321143
30,40.17493967644727
31,24.842768784477762
32,1.771983641575693
33,3.7110338520427892
34,40.31710479119503
35,1.890970376676039
36,45.411131055377595
37,58.613103835964836
38,0.13785149586844758
39,3.8875924506892696
40,7.4131060869786705
41,31.83868660099179
42,37.97060107401804
43,3.8031064735711406
44,5.741130010463572
45,32.88293579355709
46,0.5028134136280209
47,42.99093800615127
48,45.28437367045411
49,2.726711452507542
50,40.35615582010386
51,38.49977610594865
52,5.714600460900094
53,27.995704362859932
54,39.74963900152615
55,42.200820099777474
56,42.1879242499708
57,4.299047178300419
58,29.369562818257464
59,0.35525826946900896
60,43.31231020916285
61,8.827953046889933
62,42.893149132957845
63,51.869041333660554
64,4.488329227991457
65,37.54581682250165
66,1.5952769189135165
67,8.122132129035252
68,37.46579560003672
69,24.016074040561385
70,43.682692498311035
71,0.9977923430002642
72,54.059564353893585
73,45.428492451212506
74,49.281069884930254
75,2.3470929803117766
76,4.92891184575092
77,41.84549514964575
78,39.94077768483685
79,31.991007518839147
80,40.629869831077485
81,1.4263371676721013
82,7.953566448531096
83,0.43447553759153834
84,28.572645277752784
85,37.94835235068455
86,48.06803196300356
87,41.02866692135452
88,3.4763626314934566
89,42.68426691301052
90,5.533432590530032
91,5.512921169528482
92,8.511227969705764
93,4.088322803527479
94,47.86165504019112
95,31.682509533589194
96,34.60400390788346
97,0.8326668719021213
98,42.98127908813036
99,35.88011202765195
100,5.306057563459574
