episodeID,action_measure
0,0.023266516815132372
1,0.0882061764767224
2,0.025866651863425478
3,0.028365420101330294
4,0.05497973349941736
5,0.13586125648909744
6,0.04931145674979303
7,0.19931135504018693
8,0.13270932920868433
9,0.0793196371732614
10,0.07249571614203947
11,0.12459310022596685
12,0.03636735092988738
13,0.07932149998166343
14,0.08889285459095596
15,0.07111437366951981
16,0.09457059292771824
17,0.08408328142558406
18,0.04787913217474029
19,0.15218684234552915
20,0.09844064040400055
21,0.10459026455352403
22,0.11270791495388204
23,0.07268384510492967
24,0.214226217319568
25,0.04850670745398736
26,0.11864353361091128
27,0.05738622912516197
28,0.05238808781231398
29,0.03438965702336639
30,0.08432233184576035
31,0.09129886056577402
32,0.11397818462164315
33,0.13132193164219935
34,0.03887201086480918
35,0.08163510963010291
36,0.09338949781743598
37,0.1114342234661859
38,0.08847465898954507
39,0.049338748049115956
40,0.05795680668077194
41,0.07799868614981986
42,0.05362940552058042
43,0.17724527111129157
44,0.05530002237575358
45,0.03887531636079379
46,0.07959609204887325
47,0.10347830148583109
48,0.04093809327110647
49,0.048905011295714396
50,0.06082222637190831
51,0.06810694923624397
52,0.05268705488346955
53,0.07317309611373478
54,0.1081516188033151
55,0.06905509568750859
56,0.08261230424210265
57,0.03329634919176779
58,0.08648369559547403
59,0.07782470940922698
60,0.06131442302070996
61,0.079731924387698
62,0.11651015771483932
63,0.04654684133120795
64,0.057955530136242696
65,0.06585099884264525
66,0.052733784367248154
67,0.03257407641950807
68,0.07212500502960299
69,0.051521741452172476
70,0.10622431439432231
71,0.12998979011619533
72,0.10081137265219832
73,0.04309150529538917
74,0.03956405687715851
75,0.036929998958996034
76,0.1688853056618461
77,0.09779792920206534
78,0.063248338606773
79,0.06534040996339172
80,0.1434299075562093
81,0.03967262429877734
82,0.15076669225735323
83,0.060572297517250816
84,0.044024838110456224
85,0.06315726717138848
86,0.12642440351623074
87,0.05105656115566669
88,0.06281806225570728
89,0.05634684044664424
90,0.1457157412336932
91,0.10037114687101352
92,0.18778303403052546
93,0.05644625211255505
94,0.021950749872857552
95,0.07628690350743939
96,0.021011139223185683
97,0.05116046911534218
98,0.07197775259413118
99,0.06191162334264039
100,0.15807162004488487
101,0.07080262418925633
102,0.026650770525406077
103,0.05164029902508706
104,0.07652582679858136
105,0.07375590762692608
106,0.12919880629137712
107,0.05640527617880234
108,0.17503221912516487
109,0.03806201540355783
110,0.04266218615300728
111,0.029289762230000942
112,0.03383465861980483
113,0.1345891958033597
114,0.029207571287031598
115,0.13572385148317725
116,0.13052146524811784
117,0.07452388501407534
118,0.05787019481809408
119,0.10582862342848924
120,0.014601173178320609
121,0.05560437601753601
122,0.08575845656709538
123,0.14692998730710574
124,0.11606137019892533
125,0.03692489645378501
126,0.06270174726880356
127,0.04254666662942141
128,0.06217077163631444
129,0.05825298668754961
130,0.04488614889669167
131,0.06590589292811387
132,0.07919003070731248
133,0.01973290270120618
134,0.05474836924482905
135,0.09896297284011912
136,0.08896388728410388
137,0.05922594015468278
138,0.13971113479109823
139,0.057405557339651546
140,0.07307422734678737
141,0.06465637107283519
142,0.11605705693928581
143,0.09781423151738697
144,0.1531154921367055
145,0.20146380085498095
146,0.0456785757245343
147,0.08722072011439791
148,0.11160425529642788
149,0.05930587243811603
