episodeID,episode_reward,number_of_steps
0,70.60969287157059,47
1,9.58038941025734,12
2,28.81347685866058,44
3,37.25359731912613,39
4,26.35565811395645,23
5,9.006390988826752,12
6,20.51538199186325,19
7,6.440508544445038,7
8,6.371929049491882,7
9,10.80504396557808,14
10,12.223012506961823,15
11,6.368865147233009,9
12,45.28310424089432,31
13,9.414577782154083,11
14,8.823590993881226,13
15,9.004965871572495,16
16,11.13305938243866,12
17,9.782060012221336,13
18,13.929105154238641,22
19,4.886079967021942,6
20,9.731130689382553,13
21,9.7398841381073,12
22,8.74020865559578,12
23,13.132832944393158,18
24,5.42648857831955,6
25,28.651240348815918,23
26,6.180211424827576,9
27,15.208219707012177,17
28,26.154475927352905,24
29,25.860094130039215,30
30,12.604792296886444,15
31,18.317578673362732,15
32,7.856386423110962,9
33,6.023242115974426,7
34,7.399463696405292,27
35,4.374878915026784,16
36,10.902245938777924,14
37,11.089637219905853,11
38,9.943183898925781,11
39,15.22093951702118,22
40,7.878197316080332,17
41,8.059216756373644,16
42,24.163528442382812,19
43,6.018586993217468,7
44,16.919872760772705,20
45,23.290775448083878,27
46,12.118155181407928,13
47,10.584468960762024,12
48,31.347195744514465,26
49,16.315515086054802,24
50,13.922320559620857,17
51,18.458737432956696,16
52,13.655451714992523,17
53,10.891014367341995,15
54,8.584175258874893,11
55,18.319981276988983,16
56,13.224104464054108,14
57,39.751494348049164,32
58,16.965157508850098,14
59,11.091803714632988,16
60,19.824809312820435,17
61,13.428017556667328,13
62,8.24783718585968,9
63,26.701222598552704,22
64,14.509656995534897,19
65,6.469138810411096,15
66,12.33425214793533,23
67,42.62227654457092,33
68,17.368750154972076,17
69,14.141050547361374,24
70,8.256313383579254,12
71,8.417522311210632,10
72,11.038164138793945,11
73,33.72542190551758,27
74,34.93050742149353,28
75,50.628010392189026,33
76,8.54332584142685,9
77,7.28130903840065,11
78,10.192632615566254,11
79,12.281927198171616,16
80,8.839787125587463,9
81,8.341032022610307,26
82,7.703432321548462,8
83,10.963505312800407,18
84,11.361928697675467,22
85,9.719335407018661,19
86,6.575481981039047,9
87,14.613405615091324,22
88,15.165261149406433,19
89,16.76056730747223,19
90,7.756020128726959,9
91,16.069936096668243,15
92,5.2959917932748795,8
93,16.392834186553955,22
94,22.846959441900253,45
95,19.907173097133636,18
96,105.31242197751999,58
97,19.155645072460175,21
98,18.727327287197113,17
99,13.022963345050812,18
100,8.000875651836395,9
101,17.259722113609314,18
102,54.89971172809601,37
103,18.91978096961975,18
104,6.496284586377442,14
105,5.311864241026342,16
106,7.108768731355667,9
107,17.977920472621918,17
108,5.421666264533997,7
109,20.763991326093674,23
110,18.377660751342773,23
111,54.81064534187317,40
112,16.76762244105339,28
113,6.189492732286453,9
114,47.20885318517685,35
115,7.510928392410278,10
116,5.451426640152931,9
117,10.265308260917664,18
118,16.414531528949738,17
119,8.217365562915802,12
120,148.5968092083931,77
121,8.377989992499352,17
122,8.764626946300268,16
123,5.1055629551410675,8
124,5.327126532793045,9
