EpisodeID,ActionMeasure
1,13.41411629319191
2,13.513404428958893
3,12.767471134662628
4,11.566112369298935
5,18.133718132972717
6,24.33678376674652
7,20.836138010025024
8,8.516208112239838
9,11.70114578306675
10,14.270875692367554
11,12.338779091835022
12,14.203432321548462
13,16.77642923593521
14,13.228771448135376
15,11.997566223144531
16,11.79410207271576
17,14.312544852495193
18,17.024318985641003
19,20.008343935012817
20,13.425318956375122
21,10.581164121627808
22,13.772027432918549
23,10.830815508961678
24,9.853047013282776
25,10.43047046661377
26,18.96044333279133
27,22.415019631385803
28,13.338002383708954
29,18.670082330703735
30,11.4690443277359
31,11.96326732635498
32,15.64538687467575
33,7.2917160987854
34,13.147022783756256
35,12.790515542030334
36,11.431027233600616
37,11.376686334609985
38,15.5882448554039
39,13.73938000202179
40,15.383864119648933
41,12.526980876922607
42,15.101308226585388
43,9.869378805160522
44,13.647720098495483
45,10.991044521331787
46,11.670337080955505
47,17.697058349847794
48,8.585710048675537
49,9.852070569992065
50,9.682540535926819
51,9.601566851139069
52,10.359712719917297
53,10.88109302520752
54,12.841955780982971
55,8.504795610904694
56,11.64664602279663
57,12.299425840377808
58,12.327307403087616
59,11.546024024486542
60,13.891027450561523
61,12.260857105255127
62,12.56224673986435
63,16.570844370871782
64,15.16387689113617
65,12.732716381549835
66,11.661465406417847
67,11.818696439266205
68,14.881791532039642
69,19.17370903491974
70,8.481878638267517
71,11.668542623519897
72,11.882774591445923
73,11.1968834400177
74,9.640850126743317
75,14.160399794578552
76,12.077768445014954
77,10.255518168210983
78,15.738576769828796
79,12.013972699642181
80,16.155743837356567
81,10.215938329696655
82,11.503673136234283
83,16.843199528753757
84,10.363497495651245
85,15.282412052154541
86,9.92007303237915
87,12.174522876739502
88,18.81533706188202
89,14.41696035861969
90,10.219150692224503
91,12.067538902163506
92,9.860286116600037
93,12.520459055900574
94,13.66435706615448
95,13.975925385951996
96,22.522626996040344
97,11.020291090011597
98,8.661616802215576
99,13.01711991429329
100,9.842417299747467
101,20.97875866293907
102,13.283714234828949
103,18.9213525056839
104,20.905186772346497
105,13.853282392024994
106,16.863383531570435
107,20.28130531311035
108,18.675552368164062
109,12.139815330505371
110,12.108793258666992
111,12.690597414970398
112,13.699478507041931
113,15.32221895456314
114,12.624475419521332
115,11.259582713246346
116,11.263427376747131
117,14.812889367341995
118,14.30847692489624
119,7.664799988269806
120,7.978926181793213
121,11.874061465263367
122,11.842467784881592
123,8.34948593378067
124,18.91905105113983
125,11.228091716766357
126,16.922728538513184
127,12.489982962608337
128,15.47196352481842
129,13.649607300758362
130,12.311861395835876
131,19.77608072757721
132,10.61515474319458
133,18.68600481748581
134,13.130861446261406
135,13.9605153799057
136,14.089631795883179
137,11.665724277496338
138,12.30579400062561
139,16.385539531707764
140,24.78564403951168
141,23.638044595718384
142,21.616202652454376
143,18.70468157529831
144,18.365222588181496
145,17.913969695568085
146,5.969675064086914
147,9.577997148036957
148,13.801466464996338
149,10.52777886390686
150,15.306207299232483
151,14.164085507392883
152,16.047438144683838
153,24.979574263095856
154,14.718607246875763
155,21.19000506401062
156,24.340614795684814
157,13.075928211212158
158,14.12240919470787
159,13.063829362392426
160,12.395704507827759
161,10.8022962808609
162,13.633851617574692
163,7.8794854283332825
164,16.195092260837555
165,14.119132041931152
166,14.72905158996582
167,8.921687364578247
168,11.224757075309753
169,11.698521971702576
170,9.893060266971588
171,14.595929622650146
172,13.122504830360413
173,10.606173112988472
174,11.59232497215271
175,17.701069831848145
176,17.265615344047546
177,10.325457334518433
178,11.708965301513672
179,16.635472893714905
180,9.451918005943298
181,16.06565797328949
182,16.069624364376068
183,10.507947444915771
184,21.338995933532715
185,15.036970853805542
186,13.42207682132721
187,6.721094727516174
188,10.879482865333557
189,6.723805844783783
190,15.386572301387787
191,11.93849778175354
192,10.27889347076416
193,21.80317920446396
194,9.805215805768967
195,21.905739188194275
196,18.35981822013855
197,15.665701508522034
198,12.271899700164795
199,11.30880355834961
200,12.542796671390533
201,11.817808389663696
202,13.363518714904785
