EpisodeID,Return
1,1.427050077779389
2,6.798587438350801
3,5.960220120805502
4,4.57559935223673
5,1.585428036600578
6,5.237047919602753
7,1.5280202344635652
8,6.724120724306154
9,3.4451318525831915
10,3.062820038740825
11,6.812172335489443
12,6.78036267319972
13,3.5212042093445906
14,3.5708655315090034
15,6.5435648158798285
16,6.280136188503271
17,3.745719129935498
18,3.916976867940532
19,3.3317589283723588
20,5.200913196772806
21,4.3524903358719955
22,3.564175854343013
23,6.815814173223665
24,5.434466768019577
25,1.9123818654912328
26,4.198473033106268
27,4.244945938624657
28,5.400157493959991
29,5.430980521607974
30,5.828087472873864
31,4.554802903563322
32,3.851233244732498
33,4.594902365624108
34,7.9037070497784985
35,5.177132062739084
36,4.103336721241104
37,3.35858105881534
38,4.427077179665275
39,4.671826966797363
40,3.4543698391682076
41,5.616507502815154
42,3.5924872058663397
43,7.089448449748987
44,7.087926017918671
45,4.009745376001103
46,5.263190603184709
47,3.5132564169821774
48,6.726043772942829
49,5.761138145482424
50,5.357301775830345
51,5.0013850921258625
52,4.032840928593577
53,4.121425980650527
54,5.056952043176605
55,3.8476520393264124
56,1.5724474443693062
57,3.8718641964716687
58,3.505859938805643
59,6.575721416781814
60,3.7246133517715063
61,1.9716854873921814
62,1.8980850840740895
63,5.764695034048798
64,1.7372938780518108
65,4.015032022848729
66,3.165012496678525
67,2.1847327391074653
68,3.0538714636522837
69,4.431269437124536
70,3.324792213783532
71,4.260995233871706
72,4.306669287515222
73,4.766598438657968
74,5.383406078861358
75,4.41652622953901
76,3.6233985473389043
77,5.886434303901194
78,4.563830098263729
79,3.503815456195458
80,3.9572705442244724
81,4.868106002865334
82,4.007859638054635
83,5.237808649914022
84,4.127726035820196
85,1.2914813634831646
86,3.920288617698617
87,1.9961812313414757
88,5.641642004385613
89,3.72029415826142
90,3.3928793706772273
91,4.790871776039213
92,1.5943962604004378
93,4.072611746690872
94,3.6613356579485425
95,3.4314327458237255
96,3.3098802921100297
97,5.17971037397445
98,1.6678911086437271
99,4.287116647494287
100,3.216069093091594
101,4.5204324423971105
102,6.651752878971158
103,6.2199379071246845
104,3.264313379933858
105,6.985473121392673
106,2.930503222533485
107,4.024504683217328
108,1.9362483479047317
109,1.7318080764872388
110,3.299777692451951
111,5.844188417163333
112,5.814698324516128
113,5.836304793436578
114,3.0503711486240666
115,3.245878543173391
116,6.031323502187814
117,5.515034731245054
118,4.235367104398691
119,3.1202552570599074
120,1.645485424680357
121,3.790054485379721
122,3.547237351008706
123,3.9141690891181873
124,5.513953950826309
125,5.844416306871772
126,4.006414281456912
127,4.216754684593964
128,5.487374935623135
129,3.511175215970399
130,1.9848952118537813
131,2.855176763410366
132,3.283961132306238
133,5.491969546696402
134,5.520334521988086
135,5.473764583282473
136,2.1815371936621295
137,5.233075088403192
138,3.1984042053516983
139,6.398532339869937
140,6.7707729651938235
141,1.5940474357968608
142,3.5629802471593597
143,5.809454993457607
144,3.5536056026449505
145,5.3213262478768995
146,2.4547497095884063
147,5.203318107574649
148,1.7526805655899367
149,3.301290886920361
150,3.7748459705281716
151,5.583809457667876
152,3.7843516615293247
153,2.721656844819772
154,8.412738855960232
155,3.9126321416900973
156,1.6510620048356133
157,4.025640452266379
158,5.247565758078675
159,2.177410427084717
160,4.131236223962969
161,4.48414512275857
162,3.7423355937061644
163,7.34679993946363
164,2.0068379169937085
165,5.776811089578377
166,2.507636648702447
167,4.498269412365942
168,3.2861753408160848
169,4.573778266999131
170,2.7727286052541484
171,5.471965154343147
172,3.353944964259176
173,7.736347878653077
174,6.824608318258775
175,5.197916217245886
176,6.34567645327704
177,3.0719351638308945
178,5.6501877039337
179,4.1037154789906936
180,5.506457652745985
181,5.428847476100265
182,4.101506866350697
183,5.2557367958695576
184,3.897499515962272
185,4.668297728047891
186,3.2017312703454657
187,3.4264426119026683
188,3.670782397671302
189,4.376619041431666
190,5.468137646212195
191,1.916879107819037
192,5.907335124766444
193,5.880447705009314
194,2.805669170715601
195,1.9211101784850335
196,1.6541221767775445
197,2.7112527496976733
198,5.852907108184489
199,5.1883114447452074
200,4.545102942056003
201,4.2891783506234775
202,4.455372870786182
203,6.117004853849207
204,1.8381024785490598
205,2.8527740547684033
206,1.900418603268843
207,4.849833052235657
208,1.8261663429384707
209,3.111689514033933
210,5.834417654797539
211,2.582032482349831
212,2.104733072295919
213,5.357292845759382
214,2.252950331327169
215,2.1292910319603506
216,3.1272657954926246
217,5.534073849655505
218,5.089559418884293
219,1.8118017442964571
220,3.448600733309683
221,1.4382048668655387
222,5.960282655908101
223,2.0424181065231153
224,5.500585281731448
225,5.356716638185931
226,5.92675631785432
227,4.1910703410044325
228,3.0772280764108606
229,5.728919251696012
230,4.437969595932103
231,4.472016752064154
232,5.138019554306053
233,6.7817415046513805
234,4.460390630085436
235,5.486261868389745
236,3.0632525556781984
237,4.2324136607443315
238,3.999934218542968
239,1.9140326284558025
240,3.4039944183725726
241,6.255118295333158
242,4.26247449442851
243,5.165293870018245
244,4.330868050452939
245,1.7800787299798004
246,5.528142142812244
247,3.1346842684673666
248,5.184773789946555
249,4.440919518278714
250,5.58669621823234
251,1.8580704393742573
252,5.115136890464167
253,4.45209386994429
254,2.6217047194002
255,5.3292386931277616
256,8.315149088620789
257,4.888299294905243
258,5.422173782576447
259,4.216292698935522
260,3.1765500792965873
261,5.496989440373231
262,5.296885452090281
263,3.696976440430954
264,2.9318123944668564
265,5.507283893216239
266,4.519528377260698
267,5.520291096495122
268,3.2324132718005765
269,1.998526380748242
270,2.270386546315477
271,3.550505184209325
272,3.906194119135936
273,2.15818811958264
274,2.633275912090824
275,5.674367287256663
276,5.463744428430701
277,3.7673944001570248
278,1.6949140270649865
